month,sample_size,mse,medse,r2,long_return,short_return,long_short_return,cumulative_long_short_return
1995-01,7288,0.5890299081802368,0.007107838988304138,-12.4281005859375,0.05671329056479693,0.04924663077006024,0.007466659794736694,0.0074666597947365965
1995-02,7341,11.671189308166504,0.009001127444207668,-498.8036193847656,0.022880304681406564,0.014930838177014205,0.007949466504392358,0.015475482261066986
1995-03,7384,0.5538346767425537,0.007426694501191378,-21.094614028930664,-0.013368901796247156,0.04351142239826133,-0.05688032419450848,-0.04228509238151734
1995-04,7415,0.6255133748054504,0.007426694501191378,-20.755903244018555,0.0354885210645316,0.0326827365410947,0.0028057845234368967,-0.0395979507158567
1995-05,7452,1.9791319370269775,0.007426694501191378,-61.820159912109375,0.06087195446324442,0.06832184759389577,-0.00744989313065135,-0.04675284334548213
1995-06,7483,1.4356101751327515,0.007426694501191378,-46.57219696044922,0.04933850183368791,0.06822075820607945,-0.01888225637239154,-0.06475230054368597
1995-07,7495,1.6939350366592407,0.008424986153841019,-49.08905029296875,0.02913133322573496,-0.005167928548798268,0.03429926177453323,-0.032673994876003865
1995-08,7515,2.9342031478881836,0.007426694501191378,-121.50850677490234,0.03388391066875787,0.14137024691484126,-0.10748633624608339,-0.13664832312234232
1995-09,7523,0.9137505888938904,0.015415278263390064,-47.18307113647461,-0.014772438852281241,-0.04496111326805424,0.030188674415773,-0.11058488044277093
1995-10,7554,0.4625048041343689,0.007426694501191378,-19.093305587768555,0.054802378674425736,0.07482651422756864,-0.020024135553142905,-0.1283946493597996
1995-11,7570,2.2744321823120117,0.009426521137356758,-82.00967407226562,-0.020039870578946017,0.006420979352208495,-0.026460849931154513,-0.1514580677422812
1995-12,7521,0.9909417033195496,0.009001127444207668,-30.647197723388672,-0.016715615065985033,0.02127639005400994,-0.037992005119994975,-0.18369587717714697
1996-01,7519,0.6829586625099182,0.008768687956035137,-21.94744300842285,0.004835896347086959,0.015219603877118381,-0.010383707530031422,-0.19217214044409825
1996-02,7509,3.401540994644165,0.00912488717585802,-144.90121459960938,0.021757783022377908,0.027923774120894956,-0.006165991098517048,-0.19715319983525403
1996-03,7519,2.512857437133789,0.009314900264143944,-71.81846618652344,0.049208166508724956,0.04993101805062503,-0.0007228515419000769,-0.19773353888266265
1996-04,7530,0.7233448624610901,0.008418021723628044,-11.403952598571777,0.028454857695363732,0.062058464480904824,-0.03360360678554109,-0.2246925855792773
1996-05,7550,0.6766383051872253,0.012536782771348953,-35.79695129394531,-0.04065962116678478,-0.038455800115761135,-0.0022038210510236453,-0.2264012243801924
1996-06,7564,18.061647415161133,0.021498411893844604,-901.0291137695312,-0.0896400194964387,-0.10058101011134019,0.010940990614901488,-0.21793728743643692
1996-07,7596,1.3670707941055298,0.0064764670096337795,-63.42254638671875,0.02692798026435528,0.01976852815517554,0.007159452109179742,-0.21233814689946284
1996-08,7626,2.580275774002075,0.007426694501191378,-122.581298828125,0.03620075876191057,0.004342268534681226,0.03185849022722934,-0.187244429450098
1996-09,7660,0.6141760349273682,0.010693063028156757,-28.37639045715332,-0.014834761614380862,-0.0480223310247481,0.03318756941036724,-0.1602710475388106
1996-10,7662,1.2450871467590332,0.007426694501191378,-52.1507682800293,0.07750480262623251,0.049450619182149484,0.028054183444083024,-0.13671313746315672
1996-11,7707,0.8618907928466797,0.010159889236092567,-36.530296325683594,-0.032561430939239897,-0.04713175090749741,0.014570319968257514,-0.1241347716516018
1996-12,7743,2.1854140758514404,0.007967477664351463,-55.31078338623047,0.09012130893747598,0.056219084032352803,0.03390222490512318,-0.09444099169355724
