PERMNO,date,VOL,RET,SHROUT
10001,1999-12-31,325,-0.004188,2450
10001,2000-01-31,403,-0.044118,2450
10001,2000-02-29,222,0.015385,2450
10001,2000-03-31,723,-0.015758,2464
10001,2000-04-28,263,0.011719,2464
10001,2000-05-31,221,-0.023166,2464
10001,2000-06-30,350,0.027668,2475
10001,2000-07-31,560,-0.015625,2475
10001,2000-08-31,1882,0.047619,2475
10001,2000-09-29,1828,0.075758,2496
10001,2000-10-31,577,0.028571,2496
10001,2000-11-30,463,0.062500,2496
10001,2000-12-29,246,0.032680,2498
10001,2001-01-31,209,0.012821,2498
10001,2001-02-28,259,-0.012658,2504
10001,2001-03-30,326,0.038462,2509
10001,2001-04-30,286,-0.025000,2509
10001,2001-05-31,658,0.097436,2509
10001,2001-06-29,625,0.114953,2513
10001,2001-07-31,1265,0.025424,2513
10001,2001-08-31,1170,0.020661,2513
10001,2001-09-28,922,-0.021862,2518
10001,2001-10-31,1726,-0.033473,2518
10001,2001-11-30,719,-0.004329,2544
10001,2001-12-31,478,0.006957,2566
10001,2002-01-31,474,-0.013100,2566
10001,2002-02-28,495,-0.053097,2569
10001,2002-03-28,908,-0.015888,2571
10001,2002-04-30,1346,-0.043269,2571
10001,2002-05-31,647,0.014824,2571
10001,2002-06-28,778,-0.024016,2574
10001,2002-07-31,576,-0.099794,2574
10001,2002-08-30,577,0.017143,2574
10001,2002-09-30,514,-0.001685,2576
10001,2002-10-31,431,-0.019429,2586
10001,2002-11-29,447,-0.023893,2589
10001,2002-12-31,676,-0.106149,2591
10001,2003-01-31,867,0.148143,2591
10001,2003-02-28,607,0.035545,2591
10001,2003-03-31,820,-0.109268,2593
10001,2003-04-30,949,-0.324183,2593
10001,2003-05-30,2577,0.632495,2594
10001,2003-06-30,4369,-0.287915,2595
10001,2003-07-31,1466,0.018303,2595
10001,2003-08-29,1176,0.086601,2595
10001,2003-09-30,1365,0.037594,2595
10001,2003-10-31,1358,-0.130435,2595
10001,2003-11-28,582,-0.005000,2595
10001,2003-12-31,1515,-0.003350,2596
10001,2004-01-30,2050,0.010084,2596
10001,2004-02-27,1077,0.079867,2596
10001,2004-03-31,1350,0.117103,2598
10001,2004-04-30,695,-0.012414,2598
10001,2004-05-28,622,-0.079609,2598
10001,2004-06-30,351,0.010622,2599
10001,2004-07-30,845,0.051051,2599
10001,2004-08-31,614,0.004286,2599
10001,2004-09-30,594,-0.132290,2599
10001,2004-10-29,640,-0.055738,2599
10001,2004-11-30,743,0.031250,2599
10001,2004-12-31,1443,0.161616,2599
10002,1999-12-31,216,-0.123036,7729
10002,2000-01-31,567,-0.025641,7729
10002,2000-02-29,597,-0.163158,7729
10002,2000-03-31,921,0.028931,8587
10002,2000-04-28,453,0.012346,8587
10002,2000-05-31,188,-0.024390,8587
10002,2000-06-30,226,0.041250,8587
10002,2000-07-31,135,-0.012121,8587
10002,2000-08-31,351,-0.018405,8587
10002,2000-09-29,1635,-0.252500,8587
10002,2000-10-31,1413,0.169492,8587
10002,2000-11-30,363,0.018116,8587
10002,2000-12-29,754,0.057651,8526
10002,2001-01-31,507,0.088435,8526
10002,2001-02-28,473,0.062500,8526
10002,2001-03-30,1613,0.422118,8527
10002,2001-04-30,920,-0.241333,8527
10002,2001-05-31,354,-0.033392,8527
10002,2001-06-29,283,0.037273,8527
10002,2001-07-31,440,-0.036283,8527
10002,2001-08-31,306,-0.049587,8527
10002,2001-09-28,180,-0.047343,8530
10002,2001-10-31,412,-0.031795,8530
10002,2001-11-30,496,0.059322,8530
10002,2001-12-31,284,0.000000,8530
10002,2002-01-31,974,0.001011,8530
10002,2002-02-28,372,0.085354,8530
10002,2002-03-28,320,-0.072941,8367
10002,2002-04-30,906,0.228426,8367
10002,2002-05-31,550,0.004132,8749
10002,2002-06-28,795,0.009877,8749
10002,2002-07-31,233,-0.094650,8749
10002,2002-08-30,330,0.022727,8757
10002,2002-09-30,413,-0.039200,8740
10002,2002-10-31,224,0.009449,8740
10002,2002-11-29,252,-0.017609,8739
10002,2002-12-31,293,0.058491,8729
10002,2003-01-31,360,0.063964,8729
10002,2003-02-28,856,0.121931,8729
10002,2003-03-31,1871,0.096604,8740
10002,2003-04-30,2852,0.104236,8740
10002,2003-05-30,2833,-0.022074,8741
10002,2003-06-30,9232,0.041158,8740
10002,2003-07-31,2768,-0.000623,8740
10002,2003-08-29,1001,0.002492,8741
10002,2003-09-30,1158,-0.053449,8744
10002,2003-10-31,1183,0.021854,8744
10002,2003-11-28,1127,0.022683,8745
10002,2003-12-31,1398,0.023447,8745
10002,2004-01-30,2569,0.005618,8745
10002,2004-02-27,2113,0.120422,8754
10002,2004-03-31,2688,-0.023823,10968
10002,2004-04-30,1729,-0.036592,10968
10002,2004-05-28,2009,0.016024,10968
10002,2004-06-30,2852,0.030958,10969
10002,2004-07-30,1980,0.003425,10980
10002,2004-08-31,1739,0.022753,10980
10002,2004-09-30,2110,0.052836,10988
10002,2004-10-29,2351,0.010638,11009
10002,2004-11-30,2023,0.121053,11009
10002,2004-12-31,2976,0.161502,11021
10009,1999-12-31,1673,-0.202703,2307
10009,2000-01-31,455,-0.008475,2307
10009,2000-02-29,539,-0.028120,2307
10009,2000-03-31,4216,1.235033,2307
10009,2000-04-28,2917,0.018849,2307
10009,2000-05-31,990,0.019318,2307
10009,2000-06-30,1243,0.002876,2307
10009,2000-07-31,1095,0.005736,2307
10009,2000-08-31,509,-0.002053,2307
10009,2000-09-29,900,0.009560,2307
10009,2000-10-31,172,0.001894,2307
10009,2000-11-30,1,,2307
10012,1999-12-31,114292,0.107759,19274
10012,2000-01-31,62368,-0.097276,19274
10012,2000-02-29,70388,0.133621,19350
10012,2000-03-31,100786,0.152091,19350
10012,2000-04-28,75727,-0.287129,19350
10012,2000-05-31,28090,-0.157407,19350
10012,2000-06-30,124486,0.912088,19718
10012,2000-07-31,300406,-0.005747,19718
10012,2000-08-31,193239,-0.398844,19718
10012,2000-09-29,67163,-0.134615,19918
10012,2000-10-31,61293,-0.255556,19918
10012,2000-11-30,32322,-0.365672,19918
10012,2000-12-29,49758,-0.247059,19918
10012,2001-01-31,42665,0.500000,20897
10012,2001-02-28,19993,-0.333333,20936
10012,2001-03-30,18913,-0.234375,20936
10012,2001-04-30,14180,0.149388,20940
10012,2001-05-31,15093,-0.051136,20951
10012,2001-06-29,34325,0.676647,20951
10012,2001-07-31,19121,0.053571,20951
10012,2001-08-31,9783,-0.169492,20961
10012,2001-09-28,10566,-0.224490,20961
10012,2001-10-31,9327,0.115789,20961
10012,2001-11-30,9827,0.004717,20924
10012,2001-12-31,33794,0.464789,20924
10012,2002-01-31,31021,0.105769,20924
10012,2002-02-28,8658,-0.101449,20986
10012,2002-03-28,12568,0.200000,20986
10012,2002-04-30,11973,-0.185484,21044
10012,2002-05-31,9724,-0.092409,21044
10012,2002-06-28,10190,-0.214545,21044
10012,2002-07-31,8730,-0.050926,21044
10012,2002-08-30,7420,0.067805,21049
10012,2002-09-30,11968,-0.371859,21049
10012,2002-10-31,12005,0.010909,21049
10012,2002-11-29,7544,0.402878,20988
10012,2002-12-31,14191,-0.292308,20988
10012,2003-01-31,7127,-0.094203,20988
10012,2003-02-28,5410,0.064000,20988
10012,2003-03-31,5290,-0.248120,20988
10012,2003-04-30,11639,0.090000,20988
10012,2003-05-30,11845,0.294495,21007
10012,2003-06-30,7771,-0.149539,21007
10012,2003-07-31,10739,-0.025000,21007
10012,2003-08-29,4946,-0.017094,21032
10012,2003-09-30,33099,0.121739,21032
10012,2003-10-31,20046,0.248062,21032
10012,2003-11-28,28967,0.167702,21032
