PERMNO,date,VOL,RET,SHROUT
10001,2004-12-31,1443,0.161616,2599
10001,2005-01-31,515,-0.040580,2595
10001,2005-02-28,726,-0.045166,2599
10001,2005-03-31,4107,0.124822,2625
10001,2005-04-29,527,-0.074684,2625
10001,2005-05-31,1990,0.219030,2625
10001,2005-06-30,10615,0.128429,2913
10001,2005-07-29,2422,0.009945,2913
10001,2005-08-31,2610,0.039387,2913
10001,2005-09-30,8771,0.211579,2913
10001,2005-10-31,2983,-0.119036,2913
10001,2005-11-30,1086,-0.059397,2914
10001,2005-12-30,1989,0.021053,2930
10001,2006-01-31,757,-0.016495,2930
10001,2006-02-28,439,-0.010537,2931
10001,2006-03-31,777,0.170394,2932
10001,2006-04-28,883,-0.094631,2932
10001,2006-05-31,319,-0.010452,2932
10001,2006-06-30,1186,-0.076387,2934
10001,2006-07-31,455,0.157417,2934
10001,2006-08-31,654,0.123574,2934
10001,2006-09-29,613,-0.054170,2947
10001,2006-10-31,571,0.007273,2947
10001,2006-11-30,737,0.051444,2947
10001,2006-12-29,397,-0.037294,2959
10001,2007-01-31,257,0.023279,2959
10001,2007-02-28,1990,0.261621,2989
10001,2007-03-30,992,0.019732,3002
10001,2007-04-30,1017,0.002764,3002
10001,2007-05-31,1155,0.043418,3003
10001,2007-06-29,494,0.000667,2859
10001,2007-07-31,577,-0.056667,2859
10001,2007-08-31,315,0.027562,2859
10001,2007-09-28,260,-0.032325,2856
10001,2007-10-31,945,-0.040259,2855
10001,2007-11-30,663,0.079401,2858
10001,2007-12-31,470,-0.003930,2875
10001,2008-01-31,685,-0.006082,2875
10001,2008-02-29,424,0.021704,4345
10001,2008-03-31,540,-0.052516,4347
10001,2008-04-30,1424,-0.036698,4347
10001,2008-05-30,5695,0.271628,4347
10001,2008-06-30,854,-0.010092,4349
10001,2008-07-31,1168,-0.053023,4349
10001,2008-08-29,395,-0.019724,4349
10001,2008-09-30,1199,-0.137374,4349
10001,2008-10-31,1722,-0.018824,4349
10001,2008-11-28,1140,-0.130121,4349
10001,2008-12-31,1292,0.155989,4297
10001,2009-01-30,695,0.034140,4297
10001,2009-02-27,412,0.056222,4297
10001,2009-03-31,979,-0.080537,4300
10001,2009-04-30,828,0.044621,4300
10001,2009-05-29,825,0.002941,4354
10001,2009-06-30,1122,0.019446,4301
10001,2009-07-31,1441,-0.047082,4301
10001,2009-08-31,1474,0.053374,4302
10001,2009-09-30,1960,0.012283,4303
10001,2009-10-30,3329,0.037803,4303
10001,2009-11-30,1149,0.007095,4361
10001,2009-12-31,7231,0.162621,4361
10002,2004-12-31,2976,0.161502,11021
10002,2005-01-31,3872,-0.132466,11021
10002,2005-02-28,3356,-0.033255,11021
10002,2005-03-31,3494,-0.013081,11122
10002,2005-04-29,2989,-0.066700,11078
10002,2005-05-31,5001,0.046586,11074
10002,2005-06-30,3323,-0.005564,11114
10002,2005-07-29,2540,0.079365,11121
10002,2005-08-31,2977,0.032732,11122
10002,2005-09-30,2859,-0.108406,11133
10002,2005-10-31,2106,-0.044606,11137
10002,2005-11-30,1527,0.095548,11137
10002,2005-12-30,2997,0.002478,11137
10002,2006-01-31,3086,0.029851,11137
10002,2006-02-28,2012,0.065700,11137
10002,2006-03-31,3620,0.009973,11145
10002,2006-04-28,1227,-0.067269,11151
10002,2006-05-31,2999,0.049371,11151
10002,2006-06-30,6362,0.088561,11152
10002,2006-07-31,3438,0.171283,11152
10002,2006-08-31,4058,-0.034194,11156
10002,2006-09-29,2769,0.055367,11156
10002,2006-10-31,4146,-0.121190,11156
10002,2006-11-30,4181,-0.012240,11163
10002,2006-12-29,2616,0.059480,11166
10002,2007-01-31,6695,-0.158307,11166
10002,2007-02-28,5664,0.033054,11166
10002,2007-03-30,4927,-0.040559,11184
10002,2007-04-30,3191,-0.053403,11184
10002,2007-05-31,6262,0.000499,11187
10002,2007-06-29,19481,0.054391,11196
10002,2007-07-31,9322,-0.167619,11196
10002,2007-08-31,8476,-0.070938,11295
10002,2007-09-28,2917,-0.009852,11200
10002,2007-10-31,5280,-0.154232,17592
10002,2007-11-30,7668,-0.077094,17592
10002,2007-12-31,6258,-0.017671,17497
10002,2008-01-31,4772,0.020661,17497
10002,2008-02-29,3094,-0.110122,17497
10002,2008-03-31,3579,-0.010009,17526
10002,2008-04-30,3641,0.010233,17526
10002,2008-05-30,4602,-0.073665,17535
10002,2008-06-30,24172,-0.332008,17535
10002,2008-07-31,13021,0.138088,17535
10002,2008-08-29,7694,0.125333,17654
10002,2008-09-30,11721,0.569905,17547
10002,2008-10-31,10353,-0.050305,17547
10002,2008-11-28,6772,0.001605,17661
10002,2008-12-31,17277,0.193109,17555
10002,2009-01-30,10824,-0.399052,17555
10002,2009-02-27,12750,-0.312289,17555
10002,2009-03-31,13387,0.041803,17594
10002,2009-04-30,8625,0.039494,17594
10002,2009-05-29,13626,-0.366261,17670
10002,2009-06-30,40142,-0.282974,17629
10002,2009-07-31,28055,-0.070470,17629
10002,2009-08-31,15797,0.342960,17687
10002,2009-09-30,4224,-0.040323,17633
10002,2009-10-30,6534,-0.100840,17633
10002,2009-11-30,3021,-0.137072,17634
10002,2009-12-31,5129,0.036101,17634
10012,2004-12-31,174467,0.980769,23732
10012,2005-01-31,68966,-0.320388,23732
10012,2005-02-28,18298,-0.285714,23732
10012,2005-03-31,18525,-0.080000,23732
10012,2005-04-29,9386,-0.195652,23732
10012,2005-05-31,14945,-0.243243,23745
10012,2005-06-30,29035,-0.250000,23745
10012,2005-07-29,20939,-0.190476,23745
10012,2005-08-31,1436,,23745
10025,2004-12-31,6707,0.342129,8405
10025,2005-01-31,15667,0.277966,8437
10025,2005-02-28,7829,0.082228,8437
