month,sample_size,mse,medse,r2,directional_accuracy,sign_mismatch_large_y,long_return,short_return,long_short_return,cumulative_long_short_return
1995-01,7288,0.18423952162265778,0.1395886242389679,-3.200104236602783,0.6070252469813392,0.36188907193849534,0.09546070436278914,0.011338799912482505,0.08412190445030664,0.08412190445030654
1995-02,7341,0.17072375118732452,0.1469949334859848,-6.311024188995361,0.5101484811333605,0.4161660294920808,-0.0007697228255100297,0.044869853015276774,-0.0456395758407868,0.03464304057148859
1995-03,7384,0.17655830085277557,0.15668752789497375,-6.043595790863037,0.5557963163596966,0.3656554712892741,-0.002907556460966873,0.02058817512303058,-0.023495731583997453,0.010333345404969885
1995-04,7415,0.17640209197998047,0.14389201998710632,-5.1354193687438965,0.5482130815913688,0.4198596869940637,0.01594836833665597,0.030400549597106884,-0.014452181260450912,-0.00426817523630052
1995-05,7452,0.1678846925497055,0.14678579568862915,-4.328873157501221,0.6038647342995169,0.24744486282947822,0.016029465035674696,0.022869413474069955,-0.0068399484383952595,-0.011078929576153529
1995-06,7483,0.16529324650764465,0.14564409852027893,-4.4773664474487305,0.6137912601897635,0.23677177979690006,0.048477971806647854,0.03648447904386824,0.011993492762779612,0.0007816881249351759
1995-07,7495,0.18260499835014343,0.16083380579948425,-4.399564743041992,0.552101400933956,0.3424145299145299,0.0013797085707536174,0.030253667444303425,-0.028873958873549807,-0.028114841179386008
1995-08,7515,0.1818399727344513,0.1722639501094818,-6.592161178588867,0.5602129075182968,0.3825253063399041,0.0254682283899262,0.02896902686396027,-0.0035007984740340684,-0.031517215260321585
1995-09,7523,0.23073886334896088,0.21535716950893402,-11.1671142578125,0.33736541273428156,0.7751196172248804,-0.005466632712381571,-0.013918472229480804,0.008451839517099232,-0.02333175418862854
1995-10,7554,0.18421965837478638,0.16517743468284607,-7.003337860107422,0.5601006089489012,0.4508328855454057,0.005267984861631353,0.005799487350194016,-0.0005315024885626631,-0.02385085579177748
1995-11,7570,0.19711428880691528,0.1774720400571823,-6.194056510925293,0.5066050198150595,0.49101479915433405,0.011200708206728006,0.016741171849731916,-0.0055404636430039095,-0.0292591746354125
1995-12,7521,0.18959864974021912,0.17437587678432465,-5.05511474609375,0.5602978327350087,0.3543559593800107,0.025283614460326623,0.0310969413964058,-0.005813326936079177,-0.034902408423456155
1996-01,7519,0.1835794299840927,0.17163316905498505,-5.168277263641357,0.5285277297512967,0.3351063829787234,0.06641456173990185,0.02580709472466347,0.040607467015238374,0.004287760192974277
1996-02,7509,0.18427352607250214,0.17782427370548248,-6.903985977172852,0.5104541217206019,0.36281299946723494,0.0030452188731695767,0.02517762796576911,-0.022132409092599534,-0.017939547362307073
1996-03,7519,0.17215102910995483,0.15332195162773132,-3.9886527061462402,0.5680276632530922,0.21968085106382979,0.004250204871598216,0.02528394411846446,-0.021033739246866245,-0.038595950847747695
1996-04,7530,0.19005542993545532,0.15668785572052002,-2.259079933166504,0.5945551128818061,0.2092405735528412,0.15716749756692835,0.054462132798864936,0.10270536476806341,0.06014540270992752
1996-05,7550,0.23095053434371948,0.21880528330802917,-11.559554100036621,0.391523178807947,0.7339795368874529,-0.008065733306740519,-0.0008152753876025688,-0.00725045791913795,0.05245886307941161
1996-06,7564,0.2684076428413391,0.24363639950752258,-12.404730796813965,0.2425965097831835,0.9026969857218403,-0.009782366976980187,-0.03485185577470695,0.025069488797726767,0.07884346875744908
1996-07,7596,0.16307318210601807,0.14854812622070312,-6.684744358062744,0.6502106371774619,0.2727751448130595,0.03134764226563948,0.041413013091320436,-0.010065370825680958,0.06798450918154142
1996-08,7626,0.1696321815252304,0.15325701236724854,-7.1244659423828125,0.5755310778914241,0.3586785527005768,0.06070298983573643,0.018161360968012494,0.04254162886772393,0.11341830980762069
1996-09,7660,0.2102004885673523,0.18524998426437378,-9.054009437561035,0.45926892950391646,0.6553524804177546,0.004075480864305715,0.048450197388145995,-0.04437471652384028,0.06401068793745424
1996-10,7662,0.18175621330738068,0.16253173351287842,-6.758880615234375,0.5994518402505873,0.3665594855305466,0.006869483140904315,0.027100527209810932,-0.020231044068906617,0.042484640820003916
1996-11,7707,0.20654338598251343,0.18930017948150635,-7.9937543869018555,0.47748799792396524,0.5396990140114167,-0.005722195631461157,0.0018053599508545768,-0.007527555582315734,0.034637279742520954
1996-12,7743,0.17516207695007324,0.1564248949289322,-3.513338088989258,0.6320547591372853,0.21639854696419306,0.04801786042743237,0.04133112904670148,0.006686731380730893,0.041555621308649204
