month,sample_size,medse,r2,long_return,short_return,long_short_return,cumulative_long_short_return
1995-01,7288,0.039744727313518524,-1360268.564491833,0.024618247523903847,0.03366523236036301,-0.00904698483645916,-0.00904698483645916
1995-02,7341,0.03090406209230423,-717889.1268910401,0.036532554775476456,0.030048318207263947,0.006484236568212509,-0.0026214110581552763
1995-03,7384,0.043582189828157425,-1938162.9553155545,0.032638583332300186,0.022517763078212738,0.010120820254087448,0.007472878365800462
1995-04,7415,0.03882219269871712,-2650063.3568826276,0.02557879127562046,0.021579667925834656,0.003999123349785805,0.011501886677949047
1995-05,7452,0.05136553943157196,-2215223.4766744627,0.07988298684358597,0.06193225085735321,0.017950735986232758,0.02965908999528133
1995-06,7483,0.0668007954955101,-1405337.350437516,0.07787273824214935,0.05344431847333908,0.024428419768810272,0.05481203446445715
