loss,cap_tag,runs,sharpe_mean,sharpe_std,sharpe_min,sharpe_max,cumulative_return_mean,avg_long_short_mean,avg_r2_mean,sharpe_cv
m2_robust_gamma03,cap05,3,0.32341356992788,0.3418420413662817,-0.01986653867119933,0.6637991620221119,0.08182514805742476,0.004350719461585467,-0.07959614362981585,1.0569811323702687
m2_robust_gamma05,cap05,3,0.7054039407292265,0.1487518050017771,0.5796390377169764,0.8696002183847287,0.23918420820757125,0.009940047724572425,-0.08018522626823849,0.21087464417621726
m2_robust_gamma07,cap05,3,0.9156365092819546,0.16551881542940988,0.7531570601800669,1.0840358559397856,0.2799370500039456,0.011064823024202268,-0.08000698188940684,0.18076913027333338
m2_robust_gamma10,cap05,3,1.004319593331173,0.563764043416321,0.4587301246950669,1.5846513098711177,0.23683498670585737,0.00995824034277906,-0.08184012356731628,0.5613392859800761
m2_robust_gamma15,cap05,3,0.8162734537394569,0.372389722719026,0.4084520566286759,1.1382323908700631,0.22769268072750704,0.009389977669048226,-0.08043826868136723,0.4562070725356304
