month,sample_size,mse,medse,r2,directional_accuracy,sign_mismatch_large_y,long_return,short_return,long_short_return,cumulative_long_short_return
1995-01,7288,0.04417590796947479,0.0032219798304140568,-0.0070770978927612305,0.6068880351262349,0.36188907193849534,0.04257382101500057,0.015501016654171595,0.027072804360828973,0.02707280436082904
1995-02,7341,0.02336944080889225,0.0032448763959109783,-0.0007661581039428711,0.5101484811333605,0.4161660294920808,0.05157802523214374,0.04436932934167876,0.007208695890464981,0.03447665986483317
1995-03,7384,0.025217607617378235,0.002679041586816311,-0.006028175354003906,0.5557963163596966,0.3656554712892741,0.027281853303327375,0.042807849964514595,-0.01552599666118722,0.018415378697695717
1995-04,7415,0.028815720230340958,0.0029796180315315723,-0.002236008644104004,0.5482130815913688,0.4198596869940637,0.013860242498431437,-0.005325231154398162,0.019185473652829597,0.037954160113336854
1995-05,7452,0.032702621072530746,0.003084431402385235,-0.038022756576538086,0.6038647342995169,0.24744486282947822,0.07246921429140793,0.07172826298372952,0.0007409513076784141,0.03872323360558294
1995-06,7483,0.03165514022111893,0.0034352669026702642,-0.048964858055114746,0.6137912601897635,0.23677177979690006,0.05896408200487792,0.07742009281876164,-0.01845601081388372,0.019552546373525992
1995-07,7495,0.03418780490756035,0.003007826628163457,-0.010921239852905273,0.552101400933956,0.3424145299145299,0.026292228226669656,0.0456245413608015,-0.01933231313413184,-0.00015776270966849637
1995-08,7515,0.024120500311255455,0.0026204476598650217,-0.007076382637023926,0.5602129075182968,0.3825253063399041,0.034469728099697464,0.03140629334636498,0.0030634347533324835,0.002905188747896359
1995-09,7523,0.02196449041366577,0.004682821687310934,-0.15821170806884766,0.33736541273428156,0.7751196172248804,-0.05420374943714529,-0.06253583654089803,0.008332087103752744,0.011261482137349343
1995-10,7554,0.023037303239107132,0.0033317995257675648,-0.0008449554443359375,0.5601006089489012,0.4508328855454057,0.027134807780716773,0.030508483284905803,-0.0033736755041890304,0.007849814046732684
1995-11,7570,0.02741372585296631,0.0037600998766720295,-0.0005154609680175781,0.5067371202113606,0.49101479915433405,0.015654134494383812,0.020536351902721118,-0.004882217408337306,0.0029292721396041443
1995-12,7521,0.03174332156777382,0.003905355930328369,-0.013770222663879395,0.5602978327350087,0.3543559593800107,0.051050482710579916,0.028707142605722234,0.02234334010485768,0.025338061968136705
1996-01,7519,0.03010150045156479,0.003045266028493643,-0.011411786079406738,0.5283947333421998,0.3351063829787234,0.04779469535416394,0.044275493123211974,0.003519202230951965,0.028946433963294993
1996-02,7509,0.023469138890504837,0.002918022219091654,-0.006654262542724609,0.5104541217206019,0.36281299946723494,0.034105392870600826,0.033217802157414086,0.0008875907131867394,0.029859717262447294
1996-03,7519,0.036036912351846695,0.0036388372536748648,-0.04429030418395996,0.5680276632530922,0.21968085106382979,0.054189547708431804,0.09494378437120128,-0.04075423666276948,-0.012111429384319305
1996-04,7530,0.06072462722659111,0.002942317631095648,-0.04130887985229492,0.5944223107569722,0.2097716409984068,0.05481643036585685,0.12798016666019288,-0.07316373629433603,-0.0843890482530335
1996-05,7550,0.020112618803977966,0.0035224726889282465,-0.09376466274261475,0.391523178807947,0.7339795368874529,-0.03855196994309966,-0.056113096486635566,0.017561126543535907,-0.06830988846475772
1996-06,7564,0.027592280879616737,0.006717621348798275,-0.3780050277709961,0.2425965097831835,0.9026969857218403,-0.0889590810627612,-0.12363651508511386,0.03467743402235267,-0.03600126609271603
1996-07,7596,0.022077567875385284,0.0028261160477995872,-0.04039466381072998,0.6502106371774619,0.2727751448130595,0.048274900767180814,0.071998259269229,-0.02372335850204818,-0.05887055365271909
1996-08,7626,0.021082904189825058,0.0029259936418384314,-0.009757399559020996,0.5755310778914241,0.3586785527005768,0.028456156212555372,0.03505655787216774,-0.0066004016596123705,-0.06508238601229976
1996-09,7660,0.021847877651453018,0.004016258288174868,-0.04499638080596924,0.45926892950391646,0.6553524804177546,-0.022358211526860843,-0.07530918345605829,0.05295097192919745,-0.015577589677924886
1996-10,7662,0.02363061159849167,0.0036924395244568586,-0.008752822875976562,0.599582354476638,0.3665594855305466,0.026200122411795868,0.03236696187513878,-0.006166839463342913,-0.02164836464649822
1996-11,7707,0.023249749094247818,0.0035918576177209616,-0.012390494346618652,0.47748799792396524,0.5396990140114167,-0.014068558730409674,-0.008485733009881044,-0.005582825720528629,-0.027110331320071013
1996-12,7743,0.041362661868333817,0.004240986425429583,-0.06577682495117188,0.6320547591372853,0.21639854696419306,0.07328749489680157,0.08753982580049188,-0.01425233090369031,-0.0409762768108789
