month,sample_size,mse,medse,r2,long_return,short_return,long_short_return,cumulative_long_short_return
1995-01,7288,97493056.0,869668.875,-2222546688.0,0.020095931919853167,0.04860436800731232,-0.028508436087459153,-0.02850843608745912
1995-02,7341,78091912.0,896034.75,-3344185344.0,0.027127657584984508,0.012855249811325999,0.01427240777365851,-0.014642912338630132
1995-03,7384,99762072.0,976687.1875,-3979896064.0,0.03422950360812339,0.03035574953420145,0.003873754073921945,-0.010825881306034013
1995-04,7415,76950616.0,858085.25,-2676409856.0,0.04735126036400019,-0.0015644954146694558,0.04891575577866965,0.03756031830658091
1995-05,7452,83968616.0,1003490.125,-2665270272.0,0.04181976983619318,0.03732673427620378,0.0044930355599893945,0.042222113712366394
1995-06,7483,93186112.0,1045826.3125,-3087932928.0,0.040399978489656305,0.0398020773893884,0.000597901100267903,0.04284525946087858
1995-07,7495,91293976.0,993748.6875,-2699529984.0,0.004999332383302617,0.050734242085839994,-0.04573490970253738,-0.004849174314283888
1995-08,7515,87141904.0,1050697.375,-3638338816.0,0.030100091979573754,0.03588647222547442,-0.005786380245900665,-0.01060749539372341
1995-09,7523,84794024.0,1050340.0,-4471282176.0,-0.008616923186514356,-0.0269725272216032,0.018355604035088846,0.007553401656114067
1995-10,7554,92004208.0,992243.5,-3997080064.0,0.03999964387639213,0.027345161460820933,0.012654482415571194,0.02030346846012021
1995-11,7570,83417192.0,1002450.5625,-3044467200.0,-0.015413932913784005,0.008098569401101607,-0.023512502314885612,-0.003686419203934199
1995-12,7521,102414384.0,1119148.625,-3270755584.0,0.01988529875039804,0.06849652421199262,-0.048611225461594576,-0.05211844331046034
1996-01,7519,121643328.0,1102312.875,-4087221760.0,0.009977349863720675,0.029292869173512506,-0.01931551930979183,-0.07042726782209263
1996-02,7509,97521968.0,1176729.75,-4182978560.0,0.0067236656678399745,0.037143654409846814,-0.03041998874200684,-0.09870485986982103
1996-03,7519,124642568.0,1176895.0,-3611936000.0,0.05159878990494892,0.03867193654621411,0.012926853358734808,-0.08705394976041791
1996-04,7530,116642584.0,1230428.75,-2000192768.0,0.020896321493828123,0.044971883144296024,-0.0240755616504679,-0.10903363867651206
1996-05,7550,179551632.0,1434122.5,-9764378624.0,-0.03941904670078304,0.012901034596980575,-0.05232008129776362,-0.15564907113452964
1996-06,7564,110271104.0,1204195.375,-5507125248.0,-0.07383829061526623,-0.05209695170768793,-0.021741338907578296,-0.1740063908359224
1996-07,7596,126529928.0,1154689.25,-5962661888.0,0.02686296782221468,0.042347659504961374,-0.015484691682746694,-0.1867966472057473
1996-08,7626,132089696.0,1109116.125,-6326384128.0,0.07423115047082933,0.019933226580893443,0.05429792388993589,-0.1426413934486842
1996-09,7660,117354296.0,1191320.0,-5613123072.0,0.015709543877728695,-0.006268775270135407,0.021978319147864103,-0.12379809236973127
1996-10,7662,126277696.0,1291856.25,-5390592000.0,0.09525746725534133,0.02576121666928306,0.06949625058605827,-0.06290534503307577
1996-11,7707,104922576.0,1177603.875,-4568763904.0,-0.024186056353223614,-0.0032857885299243973,-0.020900267823299217,-0.08249087429766666
1996-12,7743,130771552.0,1333073.25,-3369543680.0,0.06583908639438056,0.05834282430423353,0.007496262090147032,-0.07561298542130024
